"eventID","occurrenceID","organismQuantity","organismQuantityType","occurrenceStatus","basisOfRecord","scientificName","kingdom","phylum","class","order","family","genus","genericName","specificEpithet","taxonRank","vernacularName","taxonomicStatus"
"HOG-1999-PASMON","HOG-1999-PASMON_1",1,"breeding pairs","present","HumanObservation","Passer montanus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer","montanus","species","Eurasian tree sparrow","accepted"
"HOG-1999-PERATE","HOG-1999-PERATE_1",8,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1999-SITEUR","HOG-1999-SITEUR_1",4,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2000-CYACAE","HOG-2000-CYACAE_1",25,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2000-FICHYP","HOG-2000-FICHYP_1",85,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2000-PARMAJ","HOG-2000-PARMAJ_1",92,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2000-PERATE","HOG-2000-PERATE_1",12,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2000-SITEUR","HOG-2000-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2001-CYACAE","HOG-2001-CYACAE_1",65,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2001-FICHYP","HOG-2001-FICHYP_1",93,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2001-PARMAJ","HOG-2001-PARMAJ_1",156,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2001-PERATE","HOG-2001-PERATE_1",15,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2001-SITEUR","HOG-2001-SITEUR_1",18,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2002-CYACAE","HOG-2002-CYACAE_1",38,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2002-FICHYP","HOG-2002-FICHYP_1",93,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2002-PARMAJ","HOG-2002-PARMAJ_1",106,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2002-PERATE","HOG-2002-PERATE_1",7,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2002-SITEUR","HOG-2002-SITEUR_1",6,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2003-CYACAE","HOG-2003-CYACAE_1",66,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2003-FICHYP","HOG-2003-FICHYP_1",93,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2003-PARMAJ","HOG-2003-PARMAJ_1",175,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2003-PERATE","HOG-2003-PERATE_1",9,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2003-SITEUR","HOG-2003-SITEUR_1",5,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2004-CYACAE","HOG-2004-CYACAE_1",32,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2004-FICHYP","HOG-2004-FICHYP_1",95,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2004-PARMAJ","HOG-2004-PARMAJ_1",91,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2004-PASMON","HOG-2004-PASMON_1",2,"breeding pairs","present","HumanObservation","Passer montanus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer","montanus","species","Eurasian tree sparrow","accepted"
"HOG-2004-PERATE","HOG-2004-PERATE_1",10,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2004-POEPAL","HOG-2004-POEPAL_1",1,"breeding pairs","present","HumanObservation","Poecile palustris (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile","palustris","species","Marsh tit","accepted"
"HOG-2004-SITEUR","HOG-2004-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2005-CYACAE","HOG-2005-CYACAE_1",81,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2005-FICHYP","HOG-2005-FICHYP_1",85,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2005-PARMAJ","HOG-2005-PARMAJ_1",164,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2005-PASMON","HOG-2005-PASMON_1",1,"breeding pairs","present","HumanObservation","Passer montanus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer","montanus","species","Eurasian tree sparrow","accepted"
"HOG-2005-PERATE","HOG-2005-PERATE_1",12,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2005-SITEUR","HOG-2005-SITEUR_1",5,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2006-CYACAE","HOG-2006-CYACAE_1",51,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2006-FICHYP","HOG-2006-FICHYP_1",77,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2006-PARMAJ","HOG-2006-PARMAJ_1",91,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2006-PERATE","HOG-2006-PERATE_1",7,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2006-SITEUR","HOG-2006-SITEUR_1",11,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2007-CYACAE","HOG-2007-CYACAE_1",97,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2007-FICHYP","HOG-2007-FICHYP_1",81,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2007-PARMAJ","HOG-2007-PARMAJ_1",142,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2007-PERATE","HOG-2007-PERATE_1",11,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2007-SITEUR","HOG-2007-SITEUR_1",17,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2008-CYACAE","HOG-2008-CYACAE_1",82,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2008-FICHYP","HOG-2008-FICHYP_1",92,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2008-PARMAJ","HOG-2008-PARMAJ_1",184,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2008-PERATE","HOG-2008-PERATE_1",8,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2008-SITEUR","HOG-2008-SITEUR_1",23,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2009-CYACAE","HOG-2009-CYACAE_1",53,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2009-FICHYP","HOG-2009-FICHYP_1",88,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2009-PARMAJ","HOG-2009-PARMAJ_1",118,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2009-PERATE","HOG-2009-PERATE_1",5,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2009-SITEUR","HOG-2009-SITEUR_1",11,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2010-CYACAE","HOG-2010-CYACAE_1",108,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2010-FICHYP","HOG-2010-FICHYP_1",98,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2010-PARMAJ","HOG-2010-PARMAJ_1",123,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2010-PERATE","HOG-2010-PERATE_1",3,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2010-SITEUR","HOG-2010-SITEUR_1",17,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2011-CYACAE","HOG-2011-CYACAE_1",72,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2011-FICHYP","HOG-2011-FICHYP_1",116,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2011-PARMAJ","HOG-2011-PARMAJ_1",140,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2011-PERATE","HOG-2011-PERATE_1",2,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-2011-SITEUR","HOG-2011-SITEUR_1",6,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2012-CYACAE","HOG-2012-CYACAE_1",123,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2012-FICHYP","HOG-2012-FICHYP_1",111,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2012-PARMAJ","HOG-2012-PARMAJ_1",200,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-2012-SITEUR","HOG-2012-SITEUR_1",20,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-2013-CYACAE","HOG-2013-CYACAE_1",56,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-2013-FICHYP","HOG-2013-FICHYP_1",118,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-2013-PARMAJ","HOG-2013-PARMAJ_1",114,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
